DEALDATE,DEALDATETIME,FULLADRESS,DISPLAYADRESS,GUSH,DEALNATUREDESCRIPTION,ASSETROOMNUM,FLOORNO,DEALNATURE,DEALAMOUNT,NEWPROJECTTEXT,PROJECTNAME,BUILDINGYEAR,YEARBUILT,BUILDINGFLOORS,KEYVALUE,TYPE,POLYGON_ID,TREND_IS_NEGATIVE,TREND_FORMAT
15/03/2023,15/03/2023 00:00,"התלמוד 103, באר שבע",התלמוד 103,38089-124-14,דירה בבית קומות,3,שלישית,61.1,610000,,,1970,,3,11076787620,1,38089-124,FALSE,171% ב 13.1 שנים
15/03/2023,15/03/2023 00:00,"יצחק רגר 177, באר שבע",יצחק רגר 177,38073-92-32,דירה בבית קומות,4,שלישית,94.1,970000,,,1970,,3,11075982660,1,38073-92,FALSE,34% ב 7.8 שנים
15/03/2023,15/03/2023 00:00,"יוחנן הורקנוס 8, באר שבע",יוחנן הורקנוס 8,38072-2-16,דירה בבית קומות,4,שניה,62.5,760000,,,1960,,3,11075915880,1,38072-2,TRUE,-7% ב 2.2 שנים
15/03/2023,15/03/2023 00:00,"שרת משה 8, באר שבע",שרת משה 8,38105-18-28,דירה בבית קומות,4,שלישית,63.1,500000,,,1980,,4,11077735770,1,38105-18,FALSE,150% ב 14.5 שנים
15/03/2023,15/03/2023 00:00,"מבצע עובדה 54, באר שבע",מבצע עובדה 54,38094-17-42,דירה בבית קומות,3,ראשונה,57.7,745000,,,1970,,4,11075809050,1,38094-17,FALSE,3% ב 0.9 שנים
15/03/2023,15/03/2023 00:00,"פרופ' דורותיאה קרוק-גלעד 1, באר שבע",פרופ' דורותיאה קרוק-גלעד 1,38160-58-1,קוטג' דו משפחתי,6,ראשונה,152,2050000,,,1990,,1,11076878160,1,38160-58,FALSE,
15/03/2023,15/03/2023 00:00,,,38490-3-23,דירה בבית קומות,4,שלישית,111,1582000,,,2024,,,11077587990,2,38490-3,FALSE,
14/03/2023,14/03/2023 00:00,"המשחררים 14, באר שבע",המשחררים 14,38074-160-74,דירה בבית קומות,4,חמש עשרה,96,1600000,,,2004,,17,11076259590,1,38074-160,FALSE,128% ב 19.8 שנים
14/03/2023,14/03/2023 00:00,"המשחררים 60, באר שבע",המשחררים 60,38057-30-14,דירה בבית קומות,5,שלישית,107,1070000,,,1970,,3,11080021770,1,38057-30,FALSE,245% ב 14.6 שנים
14/03/2023,14/03/2023 00:00,,,38068-1-62,דירה בבית קומות,3,עשירית,80,1380000,,,2022,,,11076657750,2,38068-1,FALSE,
14/03/2023,14/03/2023 00:00,"עגנון 6, באר שבע",עגנון 6,38081-102-50,דירה בבית קומות,4,שלוש עשרה,96,960000,,,1988,,14,11075800770,1,38081-102,FALSE,
14/03/2023,14/03/2023 00:00,"סנהדרין 17, באר שבע",סנהדרין 17,38082-20-11,דירה בבית קומות,2,שלישית,35.4,500000,,,1960,,3,11077685190,1,38082-20,FALSE,
14/03/2023,14/03/2023 00:00,"אלפסי 31, באר שבע",אלפסי 31,38103-12-6,דירה בבית קומות,3,שלישית,59.9,720000,,,1970,,4,11075872050,1,38103-12,FALSE,17% ב 4.7 שנים
14/03/2023,14/03/2023 00:00,"אלעזר בן-יאיר 10, באר שבע",אלעזר בן-יאיר 10,38079-30-17,דירה בבית קומות,4,שלישית,69,730000,,,1960,,3,11075720580,1,38079-30,TRUE,-8% ב 6.2 שנים
14/03/2023,14/03/2023 00:00,"דוד המלך 21, באר שבע",דוד המלך 21,38079-36-24,דירה בבית קומות,2,רביעית,33.35,605000,,,1960,,4,11075621130,1,38079-36,FALSE,21% ב 3.5 שנים
14/03/2023,14/03/2023 00:00,"שמעון בר-גיורא 18, באר שבע",שמעון בר-גיורא 18,38078-5-36,דירה בבית קומות,2,שניה,36.5,382000,,,1960,,4,11076278310,1,38078-5,FALSE,
14/03/2023,14/03/2023 00:00,"נדב 3, באר שבע",נדב 3,38123-64-1,דירה בבית קומות,5,ראשונה,255,1850000,,,1970,,1,11077386030,1,38123-64,FALSE,
14/03/2023,14/03/2023 00:00,"בנימין מטודלה 23, באר שבע",בנימין מטודלה 23,38092-47-7,דירה בבית קומות,2,שניה,37.2,765000,,,1960,,4,11078286660,1,38092-47,FALSE,10% ב 0.4 שנים
14/03/2023,14/03/2023 00:00,"יהושע ייבין 8, באר שבע",יהושע ייבין 8,38145-29-15,דירה בבית קומות,3,שלישית,74.8,900000,,,1996,,9,11075737680,1,38145-29,FALSE,1% ב 1.7 שנים
14/03/2023,14/03/2023 00:00,"יהודה גור 2, באר שבע",יהודה גור 2,38190-6-20,דירה בבית קומות,4,שביעית,85,1150000,,,1999,,8,11075777820,1,38190-6,FALSE,32% ב 7.3 שנים
14/03/2023,14/03/2023 00:00,"הרב קפאח 44, באר שבע",הרב קפאח 44,38325-11-1,קוטג' חד משפחתי,6,ראשונה,179,2315000,,,1985,,1,11074343220,1,38325-11,FALSE,
14/03/2023,14/03/2023 00:00,"ח""ן 10, באר שבע","ח""ן 10",38353-8-26,דירה בבית קומות,4,שניה,84,1100000,,,1999,,11,11077811550,1,38353-8,FALSE,37% ב 9 שנים
14/03/2023,14/03/2023 00:00,"נחום סנה 2, באר שבע",נחום סנה 2,38367-18-50,דירה בבית קומות,4,שניה,119,1450000,,,2011,,6,11075932260,1,38367-18,FALSE,
14/03/2023,14/03/2023 00:00,,,38490-3-24,דירה בבית קומות,5,חמישית,131,1780000,,,2024,,,11077619310,2,38490-3,FALSE,
14/03/2023,14/03/2023 00:00,"בודנהיימר 18, באר שבע",בודנהיימר 18,38372-4-17,דירה בבית קומות,3,חמישית,77,1215000,,,2002,,5,11075961870,1,38372-4,FALSE,13% ב 4.6 שנים
14/03/2023,14/03/2023 00:00,,,38491-22-23,דירת גן,4,ראשונה,121,1969000,,,2024,,,11077568010,2,38491-22,FALSE,
13/03/2023,13/03/2023 00:00,"עין גדי 16, באר שבע",עין גדי 16,38122-20-42,דירה בבית קומות,4,אחת עשרה,98,1100000,,,1993,,12,11075897340,1,38122-20,FALSE,71% ב 12.3 שנים
13/03/2023,13/03/2023 00:00,"מבצע עובדה 104, באר שבע",מבצע עובדה 104,38106-80-10,דירה בבית קומות,4,רביעית,79.7,920000,,,1970,,9,11078354430,1,38106-80,FALSE,
13/03/2023,13/03/2023 00:00,,,38491-7-14,דירה בבית קומות,3,שלישית,80,1318000,,,2023,,,11076089580,2,38491-7,FALSE,
12/03/2023,12/03/2023 00:00,"הנרייטה סאלד 8, באר שבע",הנרייטה סאלד 8,38016-42-28,משרד,,רביעית,46.5,770000,,,1997,,7,11075727420,1,38016-42,FALSE,
12/03/2023,12/03/2023 00:00,,,38009-50-62,דירה בבית קומות,4,חמישית,115,1600000,,,2023,,,11076737940,2,38009-50,FALSE,
12/03/2023,12/03/2023 00:00,"רמב""ן 90, באר שבע","רמב""ן 90",38089-1-23,דירה בבית קומות,3,שניה,61.9,490000,,,1970,,3,11078128620,1,38089-1,TRUE,-2% ב 1.5 שנים
12/03/2023,12/03/2023 00:00,"החיד""א 91, באר שבע","החיד""א 91",38118-26-85,דירה בבית קומות,3,שלישית,62.2,710000,,,1980,,4,11078129340,1,38118-26,FALSE,9% ב 5.5 שנים
12/03/2023,12/03/2023 00:00,"בר-ניסן 18, באר שבע",בר-ניסן 18,38187-58-22,דירה בבית קומות,4,שלישית,89,1460000,,,2010,,6,11075494770,1,38187-58,FALSE,24% ב 8.1 שנים
12/03/2023,12/03/2023 00:00,"מבצע נחשון 48, באר שבע",מבצע נחשון 48,38128-15-10,דירה בבית קומות,3,קרקע,71,900000,,,1970,,3,11075472720,1,38128-15,FALSE,19% ב 5 שנים
12/03/2023,12/03/2023 00:00,"אפרים לוזון 16, באר שבע",אפרים לוזון 16,38176-19-1,דירה בבית קומות,3,ראשונה,60,623000,,,1994,,1,11076715710,1,38176-19,FALSE,
12/03/2023,12/03/2023 00:00,,,38490-3-26,דירה בבית קומות,4,שישית,111,1597000,,,2024,,,11076318270,2,38490-3,FALSE,
10/03/2023,10/03/2023 00:00,"רינגלבלום 126, באר שבע",רינגלבלום 126,38091-33-9,דירה בבית קומות,3,שלישית,62.6,900000,,,1970,,4,11077106220,1,38091-33,FALSE,95% ב 10.8 שנים
10/03/2023,10/03/2023 00:00,"רפאל קלצ'קין 51, באר שבע",רפאל קלצ'קין 51,38379-2-44,דירה בבית קומות,4,שניה,79,960000,,,1996,,2,11076013890,1,38379-2,FALSE,20% ב 2.6 שנים
10/03/2023,10/03/2023 00:00,,,38389-23-76,דירה בבית קומות,4,שלישית,120,1300000,,,,,,11075737050,2,38389-23,FALSE,
09/03/2023,09/03/2023 00:00,,,38009-58-2,דירה בבית קומות,3,ראשונה,82,1345000,,,,,,11076212790,2,38009-58,FALSE,
09/03/2023,09/03/2023 00:00,"השלום 20, באר שבע",השלום 20,38030-12-8,דירה בבית קומות,2,קרקע,43.9,665000,,,1970,,3,11077883550,1,38030-12,FALSE,25% ב 3.6 שנים
09/03/2023,09/03/2023 00:00,"יפה לייב 17, באר שבע",יפה לייב 17,38018-18-12,דירה בבית קומות,3.5,שלישית,80.5,770000,,,1960,,3,11075393250,1,38018-18,FALSE,
09/03/2023,09/03/2023 00:00,,,38009-15-3,דירה בבית קומות,4,עשירית,113,1680000,,,,,,11076094800,2,38009-15,FALSE,
09/03/2023,09/03/2023 00:00,,,38009-50-63,דירה בבית קומות,4,שישית,117,1630000,,,2023,,,11076125220,2,38009-50,FALSE,
09/03/2023,09/03/2023 00:00,"אליהו הנביא 28, באר שבע",אליהו הנביא 28,38079-9-16,דירה בבית קומות,3,שניה,40.4,450000,,,1960,,3,11075338170,1,38079-9,FALSE,166% ב 23.5 שנים
09/03/2023,09/03/2023 00:00,"סנהדרין 87, באר שבע",סנהדרין 87,38080-63-14,דירה בבית קומות,4,ראשונה,94,790000,,,1960,,3,11075732550,1,38080-63,FALSE,32% ב 5.2 שנים
09/03/2023,09/03/2023 00:00,"עין גדי 13, באר שבע",עין גדי 13,38122-6-18,דירה בבית קומות,5,חמישית,109,1200000,,,1990,,9,11075557410,1,38122-6,FALSE,48% ב 13 שנים
09/03/2023,09/03/2023 00:00,"הרב הרצוג 41, באר שבע",הרב הרצוג 41,38124-37-8,דירה בבית קומות,3,שניה,64.6,850000,,,1990,,8,11075490360,1,38124-37,FALSE,
09/03/2023,09/03/2023 00:00,"צפת 22, באר שבע",צפת 22,38112-1-51,דירה בבית קומות,3,רביעית,65.5,900000,,,1980,,8,11077345980,1,38112-1,FALSE,
09/03/2023,09/03/2023 00:00,"ישראל שוחט 75, באר שבע",ישראל שוחט 75,38194-6-18,קוטג' דו משפחתי,5,"קומה ‎0‏, קומה ‎1‏",135.5,2000000,,,2015,,1,11075948460,1,38194-6,FALSE,
09/03/2023,09/03/2023 00:00,"יהודה גור 2, באר שבע",יהודה גור 2,38190-6-19,דירה בבית קומות,4,שביעית,96,1365000,,,1999,,8,11075520150,1,38190-6,FALSE,134% ב 21 שנים
09/03/2023,09/03/2023 00:00,"שמשון עמיצור 13, באר שבע",שמשון עמיצור 13,38371-11-13,דירה בבית קומות,5,רביעית,114,1820000,,,2008,,6,11075955210,1,38371-11,FALSE,94% ב 14.4 שנים
08/03/2023,08/03/2023 00:00,"בני אור 60, באר שבע",בני אור 60,38021-13-16,דירה בבית קומות,3,רביעית,66.8,835000,,,1970,,4,11075545440,1,38021-13,FALSE,50% ב 1.8 שנים
08/03/2023,08/03/2023 00:00,"סנהדרין 56, באר שבע",סנהדרין 56,38082-11-20,דירה בבית קומות,4,שלישית,78,720000,,,1960,,3,11075287680,1,38082-11,FALSE,28% ב 1.1 שנים
08/03/2023,08/03/2023 00:00,"בצלאל 17, באר שבע",בצלאל 17,38071-146-14,דירה בבית קומות,3,ראשונה,65.7,1300000,,,1950,,2,11075226030,1,38071-146,FALSE,
08/03/2023,08/03/2023 00:00,"אברהם אבינו 33, באר שבע",אברהם אבינו 33,38079-16-29,דירה בבית קומות,4,שלישית,64.7,830000,,,1970,,3,11075307840,1,38079-16,FALSE,5% ב 3.1 שנים
08/03/2023,08/03/2023 00:00,"החיד""א 3, באר שבע","החיד""א 3",38118-5-3,דירה בבית קומות,4,שניה,81.9,306000,,,1981,,4,11075363460,1,38118-5,FALSE,
08/03/2023,08/03/2023 00:00,"העלייה 2, באר שבע",העלייה 2,38098-23-37,דירה בבית קומות,3,קרקע,77,850000,,,1970,,2,11077556220,1,38098-23,FALSE,34% ב 7.4 שנים
08/03/2023,08/03/2023 00:00,"רינגלבלום 35, באר שבע",רינגלבלום 35,38092-20-11,דירה בבית קומות,3,שניה,55.1,910000,,,1970,,4,11078050500,1,38092-20,FALSE,
08/03/2023,08/03/2023 00:00,"שער הגיא 9, באר שבע",שער הגיא 9,38111-96-17,דירה בבית קומות,4,חמישית,81.9,820000,,,1992,,8,11076966540,1,38111-96,FALSE,164% ב 19.2 שנים
08/03/2023,08/03/2023 00:00,"יהודה שטיינברג 4, באר שבע",יהודה שטיינברג 4,38133-7-22,דירה בבית קומות,5,שישית,112.17,1500000,,,1997,,6,11075517090,1,38133-7,FALSE,
08/03/2023,08/03/2023 00:00,,,38491-22-24,דירה בבית קומות,4,תשיעית,111,1610000,,,2024,,,11076661350,2,38491-22,FALSE,
07/03/2023,07/03/2023 00:00,,,38009-54-19,דירה בבית קומות,5,שמינית,124,1900000,,,2023,,,11076080670,2,38009-54,FALSE,
07/03/2023,07/03/2023 00:00,"איינשטיין 16, באר שבע",איינשטיין 16,38070-1-1,דירה בבית קומות,4,ראשונה,84,1355000,,,1970,,2,11078054280,1,38070-1,FALSE,
07/03/2023,07/03/2023 00:00,"רש""י 25, באר שבע","רש""י 25",38080-65-10,דירה בבית קומות,3,ראשונה,50.6,198000,,,1960,,4,11075370930,1,38080-65,FALSE,
07/03/2023,07/03/2023 00:00,"קלישר 10, באר שבע",קלישר 10,38076-9-7,דירה בבית קומות,3,שניה,67.87,810000,,,1970,,3,11075506020,1,38076-9,FALSE,32% ב 3.2 שנים
07/03/2023,07/03/2023 00:00,"עין גדי 24, באר שבע",עין גדי 24,38122-26-8,דירה בבית קומות,4.5,קרקע,128.35,1645000,,,1990,,2,11076111900,1,38122-26,FALSE,
07/03/2023,07/03/2023 00:00,"עין גדי 9, באר שבע",עין גדי 9,38122-7-31,דירה בבית קומות,3.5,שמינית,72.6,960000,,,1990,,9,11076750360,1,38122-7,FALSE,
07/03/2023,07/03/2023 00:00,"קלאוזנר 4, באר שבע",קלאוזנר 4,38092-16-52,דירה בבית קומות,3,רביעית,46.5,800000,,,1960,,4,11075126580,1,38092-16,FALSE,122% ב 13.1 שנים
07/03/2023,07/03/2023 00:00,"אהרונסון 2, באר שבע",אהרונסון 2,38386-2-36,דירה בבית קומות,4,תשיעית,90,1200000,,,1996,,10,11075103630,1,38386-2,FALSE,36% ב 6.6 שנים
06/03/2023,06/03/2023 00:00,"הכ""ג 17, באר שבע","הכ""ג 17",38030-68-26,דירה בבית קומות,4,שניה,77.4,790000,,,1970,,3,11075614380,1,38030-68,FALSE,3% ב 3.5 שנים
06/03/2023,06/03/2023 00:00,"דוד וולפסון 32, באר שבע",דוד וולפסון 32,38018-27-11,דירה בבית קומות,4,שלישית,83.2,770000,,,1970,,8,11077972650,1,38018-27,FALSE,11% ב 7.5 שנים
06/03/2023,06/03/2023 00:00,"יהודה הלוי 4, באר שבע",יהודה הלוי 4,38057-5-14,דירה בבית קומות,3,רביעית,60.4,790000,,,1970,,4,11076919830,1,38057-5,FALSE,6% ב 5.2 שנים
06/03/2023,06/03/2023 00:00,"שפרינצק 2, באר שבע",שפרינצק 2,38082-43-15,דירה בבית קומות,2,רביעית,35.9,520000,,,1960,,4,11075311440,1,38082-43,FALSE,13% ב 9.6 שנים
06/03/2023,06/03/2023 00:00,"חוגלה 2, באר שבע",חוגלה 2,38098-37-8,דירה בבית קומות,4,שלישית,81,825000,,,1970,,3,11076122250,1,38098-37,FALSE,50% ב 7 שנים
06/03/2023,06/03/2023 00:00,"שמעון בר-גיורא 1, באר שבע",שמעון בר-גיורא 1,38079-52-53,דירה בבית קומות,2,חמישית,40,650000,,,1960,,6,11075326200,1,38079-52,FALSE,20% ב 2.6 שנים
06/03/2023,06/03/2023 00:00,"מאיר גרוסמן 4, באר שבע",מאיר גרוסמן 4,38146-9-12,דירה בבית קומות,3,שניה,69.77,1040000,,,1997,,10,11075393970,1,38146-9,FALSE,204% ב 20 שנים
06/03/2023,06/03/2023 00:00,"חטיבה שמונה 11, באר שבע",חטיבה שמונה 11,38138-94-17,דירה בבית קומות,4,ראשונה,75.5,920000,,,1995,,6,11076166080,1,38138-94,FALSE,166% ב 20 שנים
06/03/2023,06/03/2023 00:00,"מרדכי מקלף 11, באר שבע",מרדכי מקלף 11,38108-54-2,דירה בבית קומות,4,ראשונה,78,830000,,,1970,,4,11075279490,1,38108-54,FALSE,11% ב 2.1 שנים
06/03/2023,06/03/2023 00:00,"ישראל זנגוויל 8, באר שבע",ישראל זנגוויל 8,38176-92-1,דירה בבית קומות,3,ראשונה,60,807000,,,1994,,1,11076712650,1,38176-92,FALSE,
06/03/2023,06/03/2023 00:00,"רות סמילן 15, באר שבע",רות סמילן 15,38306-21-1,קוטג' דו משפחתי,3,ראשונה,61,538000,,,1995,,1,11081196540,1,38306-21,FALSE,
05/03/2023,05/03/2023 00:00,"חיים יחיל 10, באר שבע",חיים יחיל 10,38013-19-3,משרד,,ראשונה,32,640000,,,1970,,2,11077545060,1,38013-19,FALSE,
05/03/2023,05/03/2023 00:00,,,38009-50-64,דירה בבית קומות,3,ראשונה,82,1350000,,,2023,,,11075937390,2,38009-50,FALSE,
05/03/2023,05/03/2023 00:00,"אביה השופט 1, באר שבע",אביה השופט 1,38073-260-95,דירה בבית קומות,2,קומה ‎11‏,38,580000,,,2009,,13,11077832970,1,38073-260,FALSE,7% ב 1.3 שנים
05/03/2023,05/03/2023 00:00,"אביה השופט 4, באר שבע",אביה השופט 4,38073-72-2,דירה בבית קומות,5,קרקע,159,1200000,,,1970,,,11078000100,1,38073-72,FALSE,152% ב 13.4 שנים
05/03/2023,05/03/2023 00:00,"המשחררים 58, באר שבע",המשחררים 58,38057-30-21,דירה בבית קומות,4,שלישית,88,930000,,,1970,,3,11075588370,1,38057-30,FALSE,48% ב 7.5 שנים
05/03/2023,05/03/2023 00:00,"שיטרית 7, באר שבע",שיטרית 7,38105-22-31,דירה בבית קומות,3,רביעית,61.2,717000,,,1980,,4,11075907690,1,38105-22,FALSE,30% ב 6.5 שנים
05/03/2023,05/03/2023 00:00,"הצבי 119, באר שבע",הצבי 119,38102-17-30,דירה בבית קומות,3,שלישית,72.1,800000,,,1970,,4,11075792580,1,38102-17,FALSE,17% ב 1 שנים
05/03/2023,05/03/2023 00:00,"דוד המלך 21, באר שבע",דוד המלך 21,38079-36-21,דירה בבית קומות,2,שלישית,33.35,560000,,,1960,,4,11075328540,1,38079-36,FALSE,55% ב 10.4 שנים
05/03/2023,05/03/2023 00:00,"רבי עקיבא 6, באר שבע",רבי עקיבא 6,38078-47-42,דירה בבית קומות,2,שלישית,36.3,730000,,,1960,,3,11074981050,1,38078-47,FALSE,14% ב 3.4 שנים
05/03/2023,05/03/2023 00:00,"מיכאל חזני 26, באר שבע",מיכאל חזני 26,38106-7-12,דירה בבית קומות,4,קרקע,86.5,1400000,,,1992,,3,11076266430,1,38106-7,FALSE,150% ב 13.1 שנים
05/03/2023,05/03/2023 00:00,"יריחו 32, באר שבע",יריחו 32,38115-103-2,קוטג' דו משפחתי,5,ראשונה,180,2750000,,,1970,,1,11075241600,1,38115-103,FALSE,
05/03/2023,05/03/2023 00:00,"זרזיר 14, באר שבע",זרזיר 14,38098-26-4,דירה בבית קומות,3,קרקע,109.6,1150000,,,1960,,1,11075396940,1,38098-26,FALSE,
05/03/2023,05/03/2023 00:00,"יוסף בן-מתתיהו 48, באר שבע",יוסף בן-מתתיהו 48,38093-58-10,דירה בבית קומות,3,ראשונה,47.5,930000,,,1960,,4,11077273980,1,38093-58,FALSE,21% ב 1.5 שנים
05/03/2023,05/03/2023 00:00,"מבצע עובדה 14, באר שבע",מבצע עובדה 14,38094-26-13,דירה בבית קומות,3,שלישית,61.5,620000,,,1970,,4,11076345000,1,38094-26,FALSE,11% ב 1.3 שנים
05/03/2023,05/03/2023 00:00,"מבצע יואב 13, באר שבע",מבצע יואב 13,38094-47-16,דירה בבית קומות,3,שלישית,62.8,765000,,,1970,,3,11007069750,1,38094-47,FALSE,33% ב 3.7 שנים
05/03/2023,05/03/2023 00:00,"שלומציון 14, באר שבע",שלומציון 14,38108-98-7,דירה בבית קומות,3,שלישית,63,750000,,,1970,,4,11075528340,1,38108-98,FALSE,20% ב 6.1 שנים
05/03/2023,05/03/2023 00:00,"יוהנה ז'בוטינסקי 24, באר שבע",יוהנה ז'בוטינסקי 24,38190-11-54,דירה בבית קומות,2,שלישית,50,830000,,,1999,,8,11076220260,1,38190-11,FALSE,176% ב 24 שנים
05/03/2023,05/03/2023 00:00,"הערים התואמות 22, באר שבע",הערים התואמות 22,38372-11-10,דירה בבית קומות,3,רביעית,70,1260000,,,2001,,6,11075656140,1,38372-11,FALSE,70% ב 10.9 שנים
05/03/2023,05/03/2023 00:00,,,38491-8-19,דירה בבית קומות,3,שמינית,80,806000,,,2022,,,11075587650,2,38491-8,FALSE,
